source path	audit output path	tracked or untracked	file type	byte size	SHA-256	binary or text	generated or authored	assigned subagent	completion state	review state
artifacts/asset-diff/remote-assets/KaTeX_Main-BoldItalic-DxDJ3AOS.woff2	audit/artifacts/asset-diff/remote-assets/KaTeX_Main-BoldItalic-DxDJ3AOS.woff2.txt	untracked	font	16780	99cd42a3c072d918f2f44984a807cf7aa16e13545fd0875fc07c6c65f99e715b	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Main-BoldItalic-DzxPMmG6.ttf	audit/artifacts/asset-diff/remote-assets/KaTeX_Main-BoldItalic-DzxPMmG6.ttf.txt	untracked	font	32968	70ee1f64a20f2048c21940ef46d0144fd215baa953ca69afd1e31e98544f708f	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Main-BoldItalic-SpSLRI95.woff	audit/artifacts/asset-diff/remote-assets/KaTeX_Main-BoldItalic-SpSLRI95.woff.txt	untracked	font	19412	a6f7ec0d846ac7ad975adb8959c37ed49b94acbc4ae436db9ce9e20287e4a64c	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Main-Italic-3WenGoN9.ttf	audit/artifacts/asset-diff/remote-assets/KaTeX_Main-Italic-3WenGoN9.ttf.txt	untracked	font	33580	0d85ae7cc30f23790a7f1a58c4a112fdca8aae769b6ba11429af1d98b1b6cb3a	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Main-Italic-BMLOBm91.woff	audit/artifacts/asset-diff/remote-assets/KaTeX_Main-Italic-BMLOBm91.woff.txt	untracked	font	19676	f1d6ef86f3b11a528bd5185199bd2443ecb2b0dead96d88674b5a2c12be24bdf	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Main-Italic-NWA7e6Wa.woff2	audit/artifacts/asset-diff/remote-assets/KaTeX_Main-Italic-NWA7e6Wa.woff2.txt	untracked	font	16988	97479ca6cce906abc961ecac96faa5f9ca2e61b8e7670d475826bcdee9a7c267	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Main-Regular-B22Nviop.woff2	audit/artifacts/asset-diff/remote-assets/KaTeX_Main-Regular-B22Nviop.woff2.txt	untracked	font	26272	c2342cd8b869e01752a9321dc17213fc40d4d04c79688c1d43f2cf316abd7866	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Main-Regular-Dr94JaBh.woff	audit/artifacts/asset-diff/remote-assets/KaTeX_Main-Regular-Dr94JaBh.woff.txt	untracked	font	30772	c6368d87e8a1a3a5d337623d83d8dc4b868f242a9ad476237d6f8d1e0f168cdc	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Main-Regular-ypZvNtVU.ttf	audit/artifacts/asset-diff/remote-assets/KaTeX_Main-Regular-ypZvNtVU.ttf.txt	untracked	font	53580	d0332f52868370fd83ae7fa46470f90c8f2eab2fcf12bc4f88080b340c95a830	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Math-BoldItalic-B3XSjfu4.ttf	audit/artifacts/asset-diff/remote-assets/KaTeX_Math-BoldItalic-B3XSjfu4.ttf.txt	untracked	font	31196	f9377ab0271cda59af24bcffbd46a4d0c8a3572ffafdbb38de2ad5ea7b0d5ee5	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Math-BoldItalic-CZnvNsCZ.woff2	audit/artifacts/asset-diff/remote-assets/KaTeX_Math-BoldItalic-CZnvNsCZ.woff2.txt	untracked	font	16400	dc47344dbb6cb5b655c8460d561f4df5f501b90c804ad3c6cec65fe322351ab1	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Math-BoldItalic-iY-2wyZ7.woff	audit/artifacts/asset-diff/remote-assets/KaTeX_Math-BoldItalic-iY-2wyZ7.woff.txt	untracked	font	18668	850c0af5c2238497febaf5e461d880bf458c341f42f4f330f1b1ab5698b1998e	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Math-Italic-DA0__PXp.woff	audit/artifacts/asset-diff/remote-assets/KaTeX_Math-Italic-DA0__PXp.woff.txt	untracked	font	18748	8a8d244581371912b8f3f5a23e2437cb2a59cd9bcaebb0346e722c05737a2571	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Math-Italic-flOr_0UB.ttf	audit/artifacts/asset-diff/remote-assets/KaTeX_Math-Italic-flOr_0UB.ttf.txt	untracked	font	31308	08ce98e51b04d58945a301e639e02b6998af29fdfd61a7b8afdd07bbfc479d4a	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Math-Italic-t53AETM-.woff2	audit/artifacts/asset-diff/remote-assets/KaTeX_Math-Italic-t53AETM-.woff2.txt	untracked	font	16440	7af58c5ec8f132a2ddde9027c6d7814decce4d3b822a11192a42a20e2e973264	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Bold-CFMepnvq.ttf	audit/artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Bold-CFMepnvq.ttf.txt	untracked	font	24504	1ece03f79f95277d57dc7f6b435a74e1379b0d46104a8530286b60ff49369ea0	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Bold-D1sUS0GD.woff2	audit/artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Bold-D1sUS0GD.woff2.txt	untracked	font	12216	e99ae51144bf1232efcc1bfe5add36262c6866b0faab24fa75740e1b98577a62	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Bold-DbIhKOiC.woff	audit/artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Bold-DbIhKOiC.woff.txt	untracked	font	14408	ece03cfd83e22c212cdef66feb8442d25a083beb988db3f1883f3f9738d750ba	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Italic-C3H0VqGB.woff2	audit/artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Italic-C3H0VqGB.woff2.txt	untracked	font	12028	00b26ac825e2095056396e0553b8ac26d3f8ad158c3826e28b4c45b385c4714a	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Italic-DN2j7dab.woff	audit/artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Italic-DN2j7dab.woff.txt	untracked	font	14112	91ee67500cc0129aa0ace3ac5c61ff1692102f0f31d02b69347fba35dcb75bf2	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Italic-YYjJ1zSn.ttf	audit/artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Italic-YYjJ1zSn.ttf.txt	untracked	font	22364	3931dd81faed86ba021bb2bbdc36f5bed9a38d6b4f4077aca59b265aa1b02083	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Regular-BNo7hRIc.ttf	audit/artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Regular-BNo7hRIc.ttf.txt	untracked	font	19436	f36ea897e19f4a2e571d1e900e4e3710e438deb05a842486045ba0a3e616a4ad	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Regular-CS6fqUqJ.woff	audit/artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Regular-CS6fqUqJ.woff.txt	untracked	font	12316	11e4dc8a6471ff6d6ee561d53d10fde8f7489e798257ff449c5d37c197435605	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Regular-DDBCnlJ7.woff2	audit/artifacts/asset-diff/remote-assets/KaTeX_SansSerif-Regular-DDBCnlJ7.woff2.txt	untracked	font	10344	68e8c73ef42afd3ccec58bf0fba302cce448938e7fc020a5e31f8a952eee1342	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Script-Regular-C5JkGWo-.ttf	audit/artifacts/asset-diff/remote-assets/KaTeX_Script-Regular-C5JkGWo-.ttf.txt	untracked	font	16648	1c67f068fea8bb09bf099c088b1cf64bd27516a6e07f4684344873564bb66a67	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Script-Regular-D3wIWfF6.woff2	audit/artifacts/asset-diff/remote-assets/KaTeX_Script-Regular-D3wIWfF6.woff2.txt	untracked	font	9644	036d4e95149b69ff9bcc0cd55771efeb25ffa3947293e69acd78d5ac328c684b	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Script-Regular-D5yQViql.woff	audit/artifacts/asset-diff/remote-assets/KaTeX_Script-Regular-D5yQViql.woff.txt	untracked	font	10588	d96cdf2b3bdd4d64a8fd5f74a4c467f123a8a73931cd435889f08ffaf9bf947a	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Size1-Regular-C195tn64.woff	audit/artifacts/asset-diff/remote-assets/KaTeX_Size1-Regular-C195tn64.woff.txt	untracked	font	6496	c943cc986384f59e86bea5fd7dc50a9c4dfe567a7c05eb40d6790720dead97c9	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Size1-Regular-Dbsnue_I.ttf	audit/artifacts/asset-diff/remote-assets/KaTeX_Size1-Regular-Dbsnue_I.ttf.txt	untracked	font	12228	95b6d2f1a50173bfedb8c63e1d1c99b10427d0a4df4201cb44513b226951a22b	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Size1-Regular-mCD8mA8B.woff2	audit/artifacts/asset-diff/remote-assets/KaTeX_Size1-Regular-mCD8mA8B.woff2.txt	untracked	font	5468	6b47c40166b6dbe21a5dfca7718413f2147fd2399be1ba605d8ad39cedf25dfe	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Size2-Regular-B7gKUWhC.ttf	audit/artifacts/asset-diff/remote-assets/KaTeX_Size2-Regular-B7gKUWhC.ttf.txt	untracked	font	11508	a6b2099fb555c60e3a0db3a08842ebf1d732c6eb4e4bf44913613bed4fc4e39b	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Size2-Regular-Dy4dx90m.woff2	audit/artifacts/asset-diff/remote-assets/KaTeX_Size2-Regular-Dy4dx90m.woff2.txt	untracked	font	5208	d04c54219f9eaec6d4d4fd42dfb28785975a4794d6b2fc71e566b9cd6db842dd	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/KaTeX_Size2-Regular-oD1tc_U0.woff	audit/artifacts/asset-diff/remote-assets/KaTeX_Size2-Regular-oD1tc_U0.woff.txt	untracked	font	6188	2014c523c3210bcc166648c4d4cc57f05b747df07a24277bf71c51e67dc79e3d	binary	generated/built artifact	static-asset-agent	complete	lead static review complete
artifacts/asset-diff/remote-assets/Landing-CWRNt7E9.js	audit/artifacts/asset-diff/remote-assets/Landing-CWRNt7E9.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/LazySection-7u6SQGE2.js	audit/artifacts/asset-diff/remote-assets/LazySection-7u6SQGE2.js.txt	untracked	code	2624	18899a84304db97c26b4325489362d63a24a34d9e83a48740792c1090643ae33	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Leaderboard-BkEBFdG7.js	audit/artifacts/asset-diff/remote-assets/Leaderboard-BkEBFdG7.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/MarkdownRenderer-CIV1x0Uq.js	audit/artifacts/asset-diff/remote-assets/MarkdownRenderer-CIV1x0Uq.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/MarkdownRendererContent-DBrMkHal.js	audit/artifacts/asset-diff/remote-assets/MarkdownRendererContent-DBrMkHal.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/MemberProfile-D-l2e-2X.js	audit/artifacts/asset-diff/remote-assets/MemberProfile-D-l2e-2X.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/MobileAppTeaser-BkZkKuC5.js	audit/artifacts/asset-diff/remote-assets/MobileAppTeaser-BkZkKuC5.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Navbar-BJMJUymI.js	audit/artifacts/asset-diff/remote-assets/Navbar-BJMJUymI.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/NetworkRequiredState-O9ZdVBEy.js	audit/artifacts/asset-diff/remote-assets/NetworkRequiredState-O9ZdVBEy.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/NotFound-X23NBnde.js	audit/artifacts/asset-diff/remote-assets/NotFound-X23NBnde.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Onboarding-qvAqCBbb.js	audit/artifacts/asset-diff/remote-assets/Onboarding-qvAqCBbb.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/OnboardingNavigation-C6kIq5HV.js	audit/artifacts/asset-diff/remote-assets/OnboardingNavigation-C6kIq5HV.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/PWAManager-DjIYufp2.js	audit/artifacts/asset-diff/remote-assets/PWAManager-DjIYufp2.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/PageLayout-B8yOy6kS.js	audit/artifacts/asset-diff/remote-assets/PageLayout-B8yOy6kS.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/PremiumEffects-BX6T03yQ.js	audit/artifacts/asset-diff/remote-assets/PremiumEffects-BX6T03yQ.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/PremiumGate-CX1zS69D.js	audit/artifacts/asset-diff/remote-assets/PremiumGate-CX1zS69D.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Pricing-D9PNd5BR.js	audit/artifacts/asset-diff/remote-assets/Pricing-D9PNd5BR.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Privacy-ClP3A1gm.js	audit/artifacts/asset-diff/remote-assets/Privacy-ClP3A1gm.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/QueryProvider-DusNhG9D.js	audit/artifacts/asset-diff/remote-assets/QueryProvider-DusNhG9D.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/QuestionMasterCard-DVOBGNnl.js	audit/artifacts/asset-diff/remote-assets/QuestionMasterCard-DVOBGNnl.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/QuickActionsMenu-ojdsCiqG.js	audit/artifacts/asset-diff/remote-assets/QuickActionsMenu-ojdsCiqG.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/QuickChatMenu-BUr6NG9I.js	audit/artifacts/asset-diff/remote-assets/QuickChatMenu-BUr6NG9I.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/RadioCard-BtzZXn6i.js	audit/artifacts/asset-diff/remote-assets/RadioCard-BtzZXn6i.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/RealAnalyticsOverview-bpioXKtW.js	audit/artifacts/asset-diff/remote-assets/RealAnalyticsOverview-bpioXKtW.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/ResetPassword-mBBJZV4T.js	audit/artifacts/asset-diff/remote-assets/ResetPassword-mBBJZV4T.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/SafeResponsiveContainer-D7o6DE97.js	audit/artifacts/asset-diff/remote-assets/SafeResponsiveContainer-D7o6DE97.js.txt	untracked	code	1269	11b22b7bcdf9f6b9e4e63cc6a6d1b5543ac9935f5db0a6f7ae0ab85b687652df	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/SessionEditModal-CNi_rT0l.js	audit/artifacts/asset-diff/remote-assets/SessionEditModal-CNi_rT0l.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/SessionLogTable-CclRAAwc.js	audit/artifacts/asset-diff/remote-assets/SessionLogTable-CclRAAwc.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/SettingsLayout-B4OgCkQ5.js	audit/artifacts/asset-diff/remote-assets/SettingsLayout-B4OgCkQ5.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/SharedAnalyticsComponents-DMxLJbRk.js	audit/artifacts/asset-diff/remote-assets/SharedAnalyticsComponents-DMxLJbRk.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/SingleGroup-BRE_sMMU.css	audit/artifacts/asset-diff/remote-assets/SingleGroup-BRE_sMMU.css.txt	untracked	stylesheet	2551	5877bcf74967d85623f0960b6c92b1bb7b901cbe20b7d6e5d8a276dd4e2906d9	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/SingleGroup-DU1IhoNK.js	audit/artifacts/asset-diff/remote-assets/SingleGroup-DU1IhoNK.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Step1Identity-BZBwnoJ8.js	audit/artifacts/asset-diff/remote-assets/Step1Identity-BZBwnoJ8.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Step2Academic-BUGsFsTy.js	audit/artifacts/asset-diff/remote-assets/Step2Academic-BUGsFsTy.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Step3StudyGoals-CQ0yWK1r.js	audit/artifacts/asset-diff/remote-assets/Step3StudyGoals-CQ0yWK1r.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Step4Preferences-D6oDNUqn.js	audit/artifacts/asset-diff/remote-assets/Step4Preferences-D6oDNUqn.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Step5Community-BvHWgTaf.js	audit/artifacts/asset-diff/remote-assets/Step5Community-BvHWgTaf.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Step6Personalization-CNdBQkFI.js	audit/artifacts/asset-diff/remote-assets/Step6Personalization-CNdBQkFI.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Story-TXs13Cjc.js	audit/artifacts/asset-diff/remote-assets/Story-TXs13Cjc.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Study-pAdAenIl.js	audit/artifacts/asset-diff/remote-assets/Study-pAdAenIl.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/SubjectCreateModal-DhD_Cwbk.js	audit/artifacts/asset-diff/remote-assets/SubjectCreateModal-DhD_Cwbk.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/SubjectIcon-CyCDqtel.js	audit/artifacts/asset-diff/remote-assets/SubjectIcon-CyCDqtel.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Subscription-UaefsAtQ.js	audit/artifacts/asset-diff/remote-assets/Subscription-UaefsAtQ.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/SupportMessage-BE7j-Ezd.js	audit/artifacts/asset-diff/remote-assets/SupportMessage-BE7j-Ezd.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/SupportPromptDialog-Bkl24oin.js	audit/artifacts/asset-diff/remote-assets/SupportPromptDialog-Bkl24oin.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Syllabus-DZSnov0t.js	audit/artifacts/asset-diff/remote-assets/Syllabus-DZSnov0t.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/SyncListener-BMsBLWig.js	audit/artifacts/asset-diff/remote-assets/SyncListener-BMsBLWig.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/TaskCardModal-DZvd1GWt.js	audit/artifacts/asset-diff/remote-assets/TaskCardModal-DZvd1GWt.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/TaskController-BUyiMYKC.js	audit/artifacts/asset-diff/remote-assets/TaskController-BUyiMYKC.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
artifacts/asset-diff/remote-assets/Tasks-BYRFOrek.js	audit/artifacts/asset-diff/remote-assets/Tasks-BYRFOrek.js.txt	untracked	code	6136	bceeee32c99e1d7ecafa9a381d72555693f8a2d914e4a235e5d4e4e1d26cd4f6	text	generated/built artifact	lead-coordinator	complete	lead static review complete
